filename,sen_id,goku,leftpos,rightpos,type
PN3l_00012.xml,4,に,19,21,挿入(助詞)
PN3l_00012.xml,4,に,18,21,置換(助詞)
PN3l_00012.xml,4,形成,32,6,語彙選択
PN3l_00012.xml,4,ha,2,37,表記
PN3l_00012.xml,4,なれる,34,4,動詞
PN3l_00012.xml,4,,29,10,削除(助詞・動詞以外)
PN3l_00012.xml,4,お,0,40,挿入(助詞・動詞以外)
PN5b_00024.xml,22,,31,10,削除(助詞)
PN5b_00024.xml,22,が,5,37,挿入(助詞)
PN5b_00024.xml,22,で,12,29,置換(助詞)
PN5b_00024.xml,22,考慮,10,30,語彙選択
PN5b_00024.xml,22,主調,37,3,表記
PN5b_00024.xml,22,,40,1,動詞
PN5b_00024.xml,22,,30,11,削除(助詞・動詞以外)
PN5b_00024.xml,22,会,3,39,挿入(助詞・動詞以外)
PN5c_00022.xml,4,,19,12,削除(助詞)
PN5c_00022.xml,4,で,2,30,挿入(助詞)
PN5c_00022.xml,4,が,19,12,置換(助詞)
PN5c_00022.xml,4,扱い,10,20,語彙選択
PN5c_00022.xml,4,ドキュメント,28,2,表記
PN5c_00022.xml,4,,22,9,動詞
PN5c_00022.xml,4,,8,23,削除(助詞・動詞以外)
PN5c_00022.xml,4,徒,5,27,挿入(助詞・動詞以外)
PN2e_00021.xml,8,,37,3,削除(助詞)
PN2e_00021.xml,8,は,26,15,挿入(助詞)
PN2e_00021.xml,8,に,6,34,置換(助詞)
PN2e_00021.xml,8,次,31,9,語彙選択
PN2e_00021.xml,8,ga,6,34,表記
PN2e_00021.xml,8,み,11,30,動詞
PN2e_00021.xml,8,,32,8,削除(助詞・動詞以外)
PN2e_00021.xml,8,次,31,10,挿入(助詞・動詞以外)
PN5b_00018.xml,15,,28,16,削除(助詞)
PN5b_00018.xml,15,の,4,41,挿入(助詞)
PN5b_00018.xml,15,で,15,29,置換(助詞)
PN5b_00018.xml,15,コネクション,13,30,語彙選択
PN5b_00018.xml,15,長州,33,10,表記
PN5b_00018.xml,15,なり,20,23,動詞
PN5b_00018.xml,15,,13,31,削除(助詞・動詞以外)
PN5b_00018.xml,15,り,20,25,挿入(助詞・動詞以外)
PN1b_00001.xml,7,,20,8,削除(助詞)
PN1b_00001.xml,7,は,20,8,挿入(助詞)
PN1b_00001.xml,7,が,19,8,置換(助詞)
PN1b_00001.xml,7,行,10,17,語彙選択
PN1b_00001.xml,7,サカー,13,11,表記
PN1b_00001.xml,7,なる,24,1,動詞
PN1b_00001.xml,7,,18,9,削除(助詞・動詞以外)
PN1b_00001.xml,7,同,20,8,挿入(助詞・動詞以外)
PN3k_00012.xml,47,,6,24,削除(助詞)
PN3k_00012.xml,47,に,18,13,挿入(助詞)
PN3k_00012.xml,47,で,14,16,置換(助詞)
PN3k_00012.xml,47,全,19,11,語彙選択
PN3k_00012.xml,47,イク,0,28,表記
PN3k_00012.xml,47,され,20,9,動詞
PN3k_00012.xml,47,,12,18,削除(助詞・動詞以外)
PN3k_00012.xml,47,お,4,27,挿入(助詞・動詞以外)
PN2o_00012.xml,15,,5,25,削除(助詞)
PN2o_00012.xml,15,の,2,29,挿入(助詞)
PN2o_00012.xml,15,で,5,25,置換(助詞)
PN2o_00012.xml,15,寸前,3,26,語彙選択
PN2o_00012.xml,15,バイ,12,16,表記
PN2o_00012.xml,15,る,26,5,動詞
PN2o_00012.xml,15,,26,3,削除(助詞・動詞以外)
PN2o_00012.xml,15,寸,3,28,挿入(助詞・動詞以外)
PN1j_00018.xml,26,,10,17,削除(助詞)
PN1j_00018.xml,26,は,10,18,挿入(助詞)
PN1j_00018.xml,26,は,5,22,置換(助詞)
PN1j_00018.xml,26,日常,19,7,語彙選択
PN1j_00018.xml,26,イスエル,0,23,表記
PN1j_00018.xml,26,,24,3,動詞
PN1j_00018.xml,26,,19,8,削除(助詞・動詞以外)
PN1j_00018.xml,26,生,19,9,挿入(助詞・動詞以外)
PN4e_00024.xml,20,,20,5,削除(助詞)
PN4e_00024.xml,20,が,9,17,挿入(助詞)
PN4e_00024.xml,20,が,20,5,置換(助詞)
PN4e_00024.xml,20,疑問,21,3,語彙選択
PN4e_00024.xml,20,しつも,21,3,表記
PN4e_00024.xml,20,,23,2,動詞
PN4e_00024.xml,20,,22,3,削除(助詞・動詞以外)
PN4e_00024.xml,20,題,23,3,挿入(助詞・動詞以外)
PN1i_00012.xml,11,,24,4,削除(助詞)
PN1i_00012.xml,11,で,7,22,挿入(助詞)
PN1i_00012.xml,11,に,7,21,置換(助詞)
PN1i_00012.xml,11,画策,0,27,語彙選択
PN1i_00012.xml,11,げんきゅ,26,1,表記
PN1i_00012.xml,11,る,19,10,動詞
PN1i_00012.xml,11,,26,2,削除(助詞・動詞以外)
PN1i_00012.xml,11,後,4,25,挿入(助詞・動詞以外)
PN4f_00006.xml,10,,25,4,削除(助詞)
PN4f_00006.xml,10,の,11,19,挿入(助詞)
PN4f_00006.xml,10,で,22,7,置換(助詞)
PN4f_00006.xml,10,状態,23,5,語彙選択
PN4f_00006.xml,10,ボーダー,21,8,表記
PN4f_00006.xml,10,,28,1,動詞
PN4f_00006.xml,10,,24,5,削除(助詞・動詞以外)
PN4f_00006.xml,10,バ,5,25,挿入(助詞・動詞以外)
PN4k_00015.xml,10,,26,11,削除(助詞)
PN4k_00015.xml,10,が,4,34,挿入(助詞)
PN4k_00015.xml,10,が,3,34,置換(助詞)
PN4k_00015.xml,10,表,21,16,語彙選択
PN4k_00015.xml,10,だんそうめ,19,16,表記
PN4k_00015.xml,10,なる,33,3,動詞
PN4k_00015.xml,10,,27,10,削除(助詞・動詞以外)
PN4k_00015.xml,10,断,22,16,挿入(助詞・動詞以外)
PN3d_00008.xml,7,,10,36,削除(助詞)
PN3d_00008.xml,7,が,6,41,挿入(助詞)
PN3d_00008.xml,7,に,10,36,置換(助詞)
PN3d_00008.xml,7,印,36,10,語彙選択
PN3d_00008.xml,7,おやじ,4,42,表記
PN3d_00008.xml,7,,40,6,動詞
PN3d_00008.xml,7,,14,31,削除(助詞・動詞以外)
PN3d_00008.xml,7,い,14,33,挿入(助詞・動詞以外)
PN3l_00001.xml,28,,19,5,削除(助詞)
PN3l_00001.xml,28,で,20,5,挿入(助詞)
PN3l_00001.xml,28,を,19,5,置換(助詞)
PN3l_00001.xml,28,区,11,13,語彙選択
PN3l_00001.xml,28,けいけ,20,3,表記
PN3l_00001.xml,28,な,13,10,動詞
PN3l_00001.xml,28,,12,12,削除(助詞・動詞以外)
PN3l_00001.xml,28,別,13,12,挿入(助詞・動詞以外)
PN4e_00019.xml,16,,21,12,削除(助詞)
PN4e_00019.xml,16,に,5,29,挿入(助詞)
PN4e_00019.xml,16,に,5,28,置換(助詞)
PN4e_00019.xml,16,続物,25,5,語彙選択
PN4e_00019.xml,16,京流,12,20,表記
PN4e_00019.xml,16,,8,25,動詞
PN4e_00019.xml,16,,13,20,削除(助詞・動詞以外)
PN4e_00019.xml,16,恐,12,22,挿入(助詞・動詞以外)
PN3m_00005.xml,7,,2,21,削除(助詞)
PN3m_00005.xml,7,に,12,12,挿入(助詞)
PN3m_00005.xml,7,が,11,12,置換(助詞)
PN3m_00005.xml,7,状況,3,19,語彙選択
PN3m_00005.xml,7,ばあ,3,19,表記
PN3m_00005.xml,7,る,23,1,動詞
PN3m_00005.xml,7,,4,19,削除(助詞・動詞以外)
PN3m_00005.xml,7,再,20,4,挿入(助詞・動詞以外)
PN4d_00023.xml,27,,15,20,削除(助詞)
PN4d_00023.xml,27,を,8,28,挿入(助詞)
PN4d_00023.xml,27,は,31,4,置換(助詞)
PN4d_00023.xml,27,レター,29,5,語彙選択
PN4d_00023.xml,27,レター,29,5,表記
PN4d_00023.xml,27,,33,2,動詞
PN4d_00023.xml,27,,30,5,削除(助詞・動詞以外)
PN4d_00023.xml,27,ドド,12,24,挿入(助詞・動詞以外)
PN1a_00003.xml,94,,1,30,削除(助詞)
PN1a_00003.xml,94,で,6,26,挿入(助詞)
PN1a_00003.xml,94,で,5,26,置換(助詞)
PN1a_00003.xml,94,門,10,21,語彙選択
PN1a_00003.xml,94,だいが,6,24,表記
PN1a_00003.xml,94,,26,5,動詞
PN1a_00003.xml,94,,7,24,削除(助詞・動詞以外)
PN1a_00003.xml,94,中,8,24,挿入(助詞・動詞以外)
PN5m_00001.xml,256,,7,33,削除(助詞)
PN5m_00001.xml,256,が,8,33,挿入(助詞)
PN5m_00001.xml,256,は,7,33,置換(助詞)
PN5m_00001.xml,256,酷使,15,24,語彙選択
PN5m_00001.xml,256,mo,14,26,表記
PN5m_00001.xml,256,,36,4,動詞
PN5m_00001.xml,256,,3,37,削除(助詞・動詞以外)
PN5m_00001.xml,256,無,0,41,挿入(助詞・動詞以外)
PN4k_00002.xml,11,,8,33,削除(助詞)
PN4k_00002.xml,11,に,2,40,挿入(助詞)
PN4k_00002.xml,11,に,8,33,置換(助詞)
PN4k_00002.xml,11,ミラー,21,20,語彙選択
PN4k_00002.xml,11,かが,21,20,表記
PN4k_00002.xml,11,か,15,27,動詞
PN4k_00002.xml,11,,6,35,削除(助詞・動詞以外)
PN4k_00002.xml,11,ぼ,8,34,挿入(助詞・動詞以外)
PN3o_00020.xml,30,,5,25,削除(助詞)
PN3o_00020.xml,30,で,6,25,挿入(助詞)
PN3o_00020.xml,30,で,20,10,置換(助詞)
PN3o_00020.xml,30,狼狽,3,26,語彙選択
PN3o_00020.xml,30,頭部,13,16,表記
PN3o_00020.xml,30,ろ,28,3,動詞
PN3o_00020.xml,30,,7,23,削除(助詞・動詞以外)
PN3o_00020.xml,30,空,2,29,挿入(助詞・動詞以外)
PN1g_00025.xml,5,,3,16,削除(助詞)
PN1g_00025.xml,5,が,4,16,挿入(助詞)
PN1g_00025.xml,5,で,11,8,置換(助詞)
PN1g_00025.xml,5,頻,12,7,語彙選択
PN1g_00025.xml,5,はい,12,6,表記
PN1g_00025.xml,5,な,14,4,動詞
PN1g_00025.xml,5,,17,2,削除(助詞・動詞以外)
PN1g_00025.xml,5,お,9,11,挿入(助詞・動詞以外)
PN2k_00019.xml,8,,13,18,削除(助詞)
PN2k_00019.xml,8,は,8,24,挿入(助詞)
PN2k_00019.xml,8,に,20,11,置換(助詞)
PN2k_00019.xml,8,図,4,27,語彙選択
PN2k_00019.xml,8,始めて,8,21,表記
PN2k_00019.xml,8,,17,14,動詞
PN2k_00019.xml,8,,4,27,削除(助詞・動詞以外)
PN2k_00019.xml,8,自,11,21,挿入(助詞・動詞以外)
PN5m_00001.xml,91,,20,26,削除(助詞)
PN5m_00001.xml,91,で,17,30,挿入(助詞)
PN5m_00001.xml,91,が,7,39,置換(助詞)
PN5m_00001.xml,91,偵察,35,10,語彙選択
PN5m_00001.xml,91,パイキッズ,24,17,表記
PN5m_00001.xml,91,,42,4,動詞
PN5m_00001.xml,91,,36,10,削除(助詞・動詞以外)
PN5m_00001.xml,91,題,20,27,挿入(助詞・動詞以外)
PN5b_00011.xml,104,,8,21,削除(助詞)
PN5b_00011.xml,104,に,9,21,挿入(助詞)
PN5b_00011.xml,104,に,8,21,置換(助詞)
PN5b_00011.xml,104,ピリオド,6,22,語彙選択
PN5b_00011.xml,104,ングル化,20,5,表記
PN5b_00011.xml,104,,27,2,動詞
PN5b_00011.xml,104,,6,22,削除(助詞・動詞以外)
PN5b_00011.xml,104,シシ,20,10,挿入(助詞・動詞以外)
PN1f_00025.xml,15,,7,27,削除(助詞)
PN1f_00025.xml,15,で,5,30,挿入(助詞)
PN1f_00025.xml,15,で,7,27,置換(助詞)
PN1f_00025.xml,15,過渡,5,28,語彙選択
PN1f_00025.xml,15,すい,5,28,表記
PN1f_00025.xml,15,る,10,25,動詞
PN1f_00025.xml,15,,2,32,削除(助詞・動詞以外)
PN1f_00025.xml,15,て,29,6,挿入(助詞・動詞以外)
PN5j_00021.xml,418,,20,21,削除(助詞)
PN5j_00021.xml,418,を,25,17,挿入(助詞)
PN5j_00021.xml,418,で,24,17,置換(助詞)
PN5j_00021.xml,418,天上,35,5,語彙選択
PN5j_00021.xml,418,和,21,20,表記
PN5j_00021.xml,418,み,13,29,動詞
PN5j_00021.xml,418,,7,34,削除(助詞・動詞以外)
PN5j_00021.xml,418,ら,18,24,挿入(助詞・動詞以外)
PN5l_00004.xml,18,,33,9,削除(助詞)
PN5l_00004.xml,18,で,5,38,挿入(助詞)
PN5l_00004.xml,18,で,5,37,置換(助詞)
PN5l_00004.xml,18,郷土,3,38,語彙選択
PN5l_00004.xml,18,佐倉,32,10,表記
PN5l_00004.xml,18,,24,18,動詞
PN5l_00004.xml,18,,18,24,削除(助詞・動詞以外)
PN5l_00004.xml,18,打,16,27,挿入(助詞・動詞以外)
PN5m_00013.xml,56,,2,27,削除(助詞)
PN5m_00013.xml,56,を,3,27,挿入(助詞)
PN5m_00013.xml,56,は,15,14,置換(助詞)
PN5m_00013.xml,56,ペア,8,20,語彙選択
PN5m_00013.xml,56,ぎし,0,28,表記
PN5m_00013.xml,56,され,27,2,動詞
PN5m_00013.xml,56,,9,20,削除(助詞・動詞以外)
PN5m_00013.xml,56,両,8,22,挿入(助詞・動詞以外)
PN2e_00013.xml,17,,22,18,削除(助詞)
PN2e_00013.xml,17,が,34,7,挿入(助詞)
PN2e_00013.xml,17,に,22,18,置換(助詞)
PN2e_00013.xml,17,知覚,34,5,語彙選択
PN2e_00013.xml,17,no,7,33,表記
PN2e_00013.xml,17,,24,16,動詞
PN2e_00013.xml,17,,13,27,削除(助詞・動詞以外)
PN2e_00013.xml,17,上,7,34,挿入(助詞・動詞以外)
PN2c_00031.xml,28,,18,8,削除(助詞)
PN2c_00031.xml,28,に,12,15,挿入(助詞)
PN2c_00031.xml,28,で,11,15,置換(助詞)
PN2c_00031.xml,28,執行,22,3,語彙選択
PN2c_00031.xml,28,知覚,20,5,表記
PN2c_00031.xml,28,,25,1,動詞
PN2c_00031.xml,28,,22,3,削除(助詞・動詞以外)
PN2c_00031.xml,28,会,24,3,挿入(助詞・動詞以外)
PN5c_00009.xml,91,,8,11,削除(助詞)
PN5c_00009.xml,91,が,12,8,挿入(助詞)
PN5c_00009.xml,91,に,12,7,置換(助詞)
PN5c_00009.xml,91,中,7,12,語彙選択
PN5c_00009.xml,91,サビ,9,8,表記
PN5c_00009.xml,91,,7,12,削除(助詞・動詞以外)
PN5c_00009.xml,91,ジジ,19,1,挿入(助詞・動詞以外)
PN5m_00010.xml,194,,28,13,削除(助詞)
PN5m_00010.xml,194,で,4,38,挿入(助詞)
PN5m_00010.xml,194,が,19,22,置換(助詞)
PN5m_00010.xml,194,製造者,24,14,語彙選択
PN5m_00010.xml,194,メカー,24,14,表記
PN5m_00010.xml,194,た,24,18,動詞
PN5m_00010.xml,194,,24,14,削除(助詞・動詞以外)
PN5m_00010.xml,194,隈,16,26,挿入(助詞・動詞以外)
PN4d_00010.xml,9,,11,11,削除(助詞)
PN4d_00010.xml,9,が,12,11,挿入(助詞)
PN4d_00010.xml,9,で,11,11,置換(助詞)
PN4d_00010.xml,9,価格確立,0,19,語彙選択
PN4d_00010.xml,9,デザン,5,14,表記
PN4d_00010.xml,9,る,19,4,動詞
PN4d_00010.xml,9,,14,8,削除(助詞・動詞以外)
PN4d_00010.xml,9,縁,16,7,挿入(助詞・動詞以外)
PN2g_00016.xml,21,,21,3,削除(助詞)
PN2g_00016.xml,21,を,22,3,挿入(助詞)
PN2g_00016.xml,21,も,21,3,置換(助詞)
PN2g_00016.xml,21,熟,22,2,語彙選択
PN2g_00016.xml,21,勧,11,13,表記
PN2g_00016.xml,21,,13,11,動詞
PN2g_00016.xml,21,,6,18,削除(助詞・動詞以外)
PN2g_00016.xml,21,い,1,24,挿入(助詞・動詞以外)
PN5l_00018.xml,28,,3,29,削除(助詞)
PN5l_00018.xml,28,は,3,30,挿入(助詞)
PN5l_00018.xml,28,こそ,22,10,置換(助詞)
PN5l_00018.xml,28,米,0,32,語彙選択
PN5l_00018.xml,28,ホッと,23,7,表記
PN5l_00018.xml,28,,17,15,動詞
PN5l_00018.xml,28,,20,11,削除(助詞・動詞以外)
PN5l_00018.xml,28,語,1,32,挿入(助詞・動詞以外)
PN3m_00009.xml,45,,31,11,削除(助詞)
PN3m_00009.xml,45,で,3,40,挿入(助詞)
PN3m_00009.xml,45,は,31,11,置換(助詞)
PN3m_00009.xml,45,躍,36,6,語彙選択
PN3m_00009.xml,45,スター,38,1,表記
PN3m_00009.xml,45,て,34,9,動詞
PN3m_00009.xml,45,,5,37,削除(助詞・動詞以外)
PN3m_00009.xml,45,会,28,15,挿入(助詞・動詞以外)
PN3l_00012.xml,7,,14,25,削除(助詞)
PN3l_00012.xml,7,に,21,19,挿入(助詞)
PN3l_00012.xml,7,から,21,18,置換(助詞)
PN3l_00012.xml,7,在,23,16,語彙選択
PN3l_00012.xml,7,雄二,17,21,表記
PN3l_00012.xml,7,て,39,2,動詞
PN3l_00012.xml,7,,10,29,削除(助詞・動詞以外)
PN3l_00012.xml,7,度,21,19,挿入(助詞・動詞以外)
PN1a_00002.xml,65,,5,14,削除(助詞)
PN1a_00002.xml,65,に,8,12,挿入(助詞)
PN1a_00002.xml,65,は,8,11,置換(助詞)
PN1a_00002.xml,65,定,9,10,語彙選択
PN1a_00002.xml,65,犯意,6,12,表記
PN1a_00002.xml,65,て,11,9,動詞
PN1a_00002.xml,65,,14,4,削除(助詞・動詞以外)
PN1a_00002.xml,65,機,5,15,挿入(助詞・動詞以外)
PN1j_00017.xml,172,,21,4,削除(助詞)
PN1j_00017.xml,172,は,19,7,挿入(助詞)
PN1j_00017.xml,172,から,21,4,置換(助詞)
PN1j_00017.xml,172,裁判,22,2,語彙選択
PN1j_00017.xml,172,ウイク,11,11,表記
PN1j_00017.xml,172,言っ,2,22,動詞
PN1j_00017.xml,172,,24,1,削除(助詞・動詞以外)
PN1j_00017.xml,172,丸,18,8,挿入(助詞・動詞以外)
PN2a_00006.xml,20,,30,16,削除(助詞)
PN2a_00006.xml,20,が,37,10,挿入(助詞)
PN2a_00006.xml,20,に,23,23,置換(助詞)
PN2a_00006.xml,20,転,4,42,語彙選択
PN2a_00006.xml,20,代,8,38,表記
PN2a_00006.xml,20,,41,5,動詞
PN2a_00006.xml,20,,20,26,削除(助詞・動詞以外)
PN2a_00006.xml,20,者,8,39,挿入(助詞・動詞以外)
PN2o_00012.xml,43,,7,38,削除(助詞)
PN2o_00012.xml,43,で,3,43,挿入(助詞)
PN2o_00012.xml,43,から,33,12,置換(助詞)
PN2o_00012.xml,43,激,15,30,語彙選択
PN2o_00012.xml,43,よろし,35,7,表記
PN2o_00012.xml,43,ま,26,20,動詞
PN2o_00012.xml,43,,5,39,削除(助詞・動詞以外)
PN2o_00012.xml,43,っ,38,8,挿入(助詞・動詞以外)
PN1g_00004.xml,42,,25,21,削除(助詞)
PN1g_00004.xml,42,を,21,26,挿入(助詞)
PN1g_00004.xml,42,と,37,9,置換(助詞)
PN1g_00004.xml,42,手首,2,44,語彙選択
PN1g_00004.xml,42,諸点,35,10,表記
PN1g_00004.xml,42,て,44,3,動詞
PN1g_00004.xml,42,,15,31,削除(助詞・動詞以外)
PN1g_00004.xml,42,か,11,36,挿入(助詞・動詞以外)
PN1b_00005.xml,27,,24,7,削除(助詞)
PN1b_00005.xml,27,へ,20,12,挿入(助詞)
PN1b_00005.xml,27,も,24,7,置換(助詞)
PN1b_00005.xml,27,今日,4,27,語彙選択
PN1b_00005.xml,27,糖,17,14,表記
PN1b_00005.xml,27,考え,25,5,動詞
PN1b_00005.xml,27,,8,23,削除(助詞・動詞以外)
PN1b_00005.xml,27,々,11,21,挿入(助詞・動詞以外)
PN2d_00004.xml,19,,21,12,削除(助詞)
PN2d_00004.xml,19,に,18,16,挿入(助詞)
PN2d_00004.xml,19,から,27,6,置換(助詞)
PN2d_00004.xml,19,泊,20,13,語彙選択
PN2d_00004.xml,19,プル,24,7,表記
PN2d_00004.xml,19,,29,4,動詞
PN2d_00004.xml,19,,12,21,削除(助詞・動詞以外)
PN2d_00004.xml,19,八,10,24,挿入(助詞・動詞以外)
PN1o_00011.xml,6,,25,14,削除(助詞)
PN1o_00011.xml,6,と,36,4,挿入(助詞)
PN1o_00011.xml,6,で,36,3,置換(助詞)
PN1o_00011.xml,6,奪,24,15,語彙選択
PN1o_00011.xml,6,装填,23,15,表記
PN1o_00011.xml,6,,38,1,動詞
PN1o_00011.xml,6,,19,20,削除(助詞・動詞以外)
PN1o_00011.xml,6,決,22,18,挿入(助詞・動詞以外)
PN3b_00018.xml,25,,2,40,削除(助詞)
PN3b_00018.xml,25,は,6,37,挿入(助詞)
PN3b_00018.xml,25,に,7,35,置換(助詞)
PN3b_00018.xml,25,身,31,11,語彙選択
PN3b_00018.xml,25,クレバー,11,28,表記
PN3b_00018.xml,25,さ,39,4,動詞
PN3b_00018.xml,25,,8,32,削除(助詞・動詞以外)
PN3b_00018.xml,25,身,32,11,挿入(助詞・動詞以外)
PN5c_00027.xml,33,,23,7,削除(助詞)
PN5c_00027.xml,33,を,23,8,挿入(助詞)
PN5c_00027.xml,33,で,11,19,置換(助詞)
PN5c_00027.xml,33,勇気,17,12,語彙選択
PN5c_00027.xml,33,読経,17,12,表記
PN5c_00027.xml,33,,26,4,動詞
PN5c_00027.xml,33,ず,15,16,削除(助詞・動詞以外)
PN3b_00003.xml,6,,35,9,削除(助詞)
PN3b_00003.xml,6,で,35,10,挿入(助詞)
PN3b_00003.xml,6,と,27,17,置換(助詞)
PN3b_00003.xml,6,ナダル,32,10,語彙選択
PN3b_00003.xml,6,メンバ,36,5,表記
PN3b_00003.xml,6,く,25,20,動詞
PN3b_00003.xml,6,,20,24,削除(助詞・動詞以外)
PN3b_00003.xml,6,人,27,18,挿入(助詞・動詞以外)
PN5e_00002.xml,24,,14,25,削除(助詞)
PN5e_00002.xml,24,と,14,26,挿入(助詞)
PN5e_00002.xml,24,から,21,18,置換(助詞)
PN5e_00002.xml,24,超,26,13,語彙選択
PN5e_00002.xml,24,零,12,27,表記
PN5e_00002.xml,24,,16,23,動詞
PN5e_00002.xml,24,,29,10,削除(助詞・動詞以外)
PN5e_00002.xml,24,南北,11,29,挿入(助詞・動詞以外)
PN5h_00018.xml,17,,17,7,削除(助詞)
PN5h_00018.xml,17,は,10,15,挿入(助詞)
PN5h_00018.xml,17,も,10,14,置換(助詞)
PN5h_00018.xml,17,団,12,12,語彙選択
PN5h_00018.xml,17,エリト,3,18,表記
PN5h_00018.xml,17,す,14,11,動詞
PN5h_00018.xml,17,,1,23,削除(助詞・動詞以外)
PN5h_00018.xml,17,ー,5,20,挿入(助詞・動詞以外)
PN2a_00028.xml,10,,7,20,削除(助詞)
PN2a_00028.xml,10,を,19,9,挿入(助詞)
PN2a_00028.xml,10,は,9,18,置換(助詞)
PN2a_00028.xml,10,ただれた,13,12,語彙選択
PN2a_00028.xml,10,センタ,0,24,表記
PN2a_00028.xml,10,ら,23,5,動詞
PN2a_00028.xml,10,,4,21,削除(助詞・動詞以外)
PN2a_00028.xml,10,下,9,19,挿入(助詞・動詞以外)
PN5f_00023.xml,15,,5,19,削除(助詞)
PN5f_00023.xml,15,で,6,19,挿入(助詞)
PN5f_00023.xml,15,から,5,19,置換(助詞)
PN5f_00023.xml,15,縫,0,24,語彙選択
PN5f_00023.xml,15,感,7,17,表記
PN5f_00023.xml,15,,9,15,動詞
PN5f_00023.xml,15,車,10,15,削除(助詞・動詞以外)
PN1k_00007.xml,77,,2,31,削除(助詞)
PN1k_00007.xml,77,に,7,27,挿入(助詞)
PN1k_00007.xml,77,を,2,31,置換(助詞)
PN1k_00007.xml,77,言,8,25,語彙選択
PN1k_00007.xml,77,５番,0,32,表記
PN1k_00007.xml,77,,29,4,動詞
PN1k_00007.xml,77,,17,16,削除(助詞・動詞以外)
PN1k_00007.xml,77,ごと,22,12,挿入(助詞・動詞以外)
PN5o_00004.xml,46,,25,7,削除(助詞)
PN5o_00004.xml,46,から,22,11,挿入(助詞)
PN5o_00004.xml,46,に,22,10,置換(助詞)
PN5o_00004.xml,46,衝,23,9,語彙選択
PN5o_00004.xml,46,トッカラ,0,30,表記
PN5o_00004.xml,46,埋もれた,29,1,動詞
PN5o_00004.xml,46,,3,29,削除(助詞・動詞以外)
PN5o_00004.xml,46,い,7,26,挿入(助詞・動詞以外)
PN5b_00002.xml,18,,9,10,削除(助詞)
PN5b_00002.xml,18,は,5,15,挿入(助詞)
PN5b_00002.xml,18,から,13,6,置換(助詞)
PN5b_00002.xml,18,業,6,13,語彙選択
PN5b_00002.xml,18,繁,16,3,表記
PN5b_00002.xml,18,た,18,2,動詞
PN5b_00002.xml,18,,12,7,削除(助詞・動詞以外)
PN5b_00002.xml,18,間,2,18,挿入(助詞・動詞以外)
PN1e_00020.xml,10,,18,12,削除(助詞)
PN1e_00020.xml,10,は,19,12,挿入(助詞)
PN1e_00020.xml,10,など,18,12,置換(助詞)
PN1e_00020.xml,10,本,4,26,語彙選択
PN1e_00020.xml,10,加納,27,2,表記
PN1e_00020.xml,10,,24,6,動詞
PN1e_00020.xml,10,性,29,2,削除(助詞・動詞以外)
PN4a_00013.xml,6,,4,44,削除(助詞)
PN4a_00013.xml,6,に,20,29,挿入(助詞)
PN4a_00013.xml,6,こそ,42,6,置換(助詞)
PN4a_00013.xml,6,歌,44,4,語彙選択
PN4a_00013.xml,6,おとが,31,14,表記
PN4a_00013.xml,6,て,29,20,動詞
PN4a_00013.xml,6,,23,25,削除(助詞・動詞以外)
PN4a_00013.xml,6,晩,20,29,挿入(助詞・動詞以外)
PN2g_00009.xml,17,,15,4,削除(助詞)
PN2g_00009.xml,17,で,6,14,挿入(助詞)
PN2g_00009.xml,17,さえ,15,4,置換(助詞)
PN2g_00009.xml,17,禁じ,12,6,語彙選択
PN2g_00009.xml,17,書,16,3,表記
PN2g_00009.xml,17,,18,1,動詞
PN2g_00009.xml,17,,3,16,削除(助詞・動詞以外)
PN2g_00009.xml,17,械,6,14,挿入(助詞・動詞以外)
PN4f_00006.xml,62,,28,4,削除(助詞)
PN4f_00006.xml,62,も,6,27,挿入(助詞)
PN4f_00006.xml,62,に,25,7,置換(助詞)
PN4f_00006.xml,62,勤,4,28,語彙選択
PN4f_00006.xml,62,公園,6,25,表記
PN4f_00006.xml,62,あり,29,3,動詞
PN4f_00006.xml,62,,24,8,削除(助詞・動詞以外)
PN4f_00006.xml,62,し,14,19,挿入(助詞・動詞以外)
PN5k_00022.xml,32,,10,20,削除(助詞)
PN5k_00022.xml,32,へ,18,13,挿入(助詞)
PN5k_00022.xml,32,さえ,18,12,置換(助詞)
PN5k_00022.xml,32,調,17,13,語彙選択
PN5k_00022.xml,32,立,0,30,表記
PN5k_00022.xml,32,り,5,26,動詞
PN5k_00022.xml,32,,13,16,削除(助詞・動詞以外)
PN5k_00022.xml,32,め,21,10,挿入(助詞・動詞以外)
PN4j_00009.xml,315,,13,9,削除(助詞)
PN4j_00009.xml,315,は,17,6,挿入(助詞)
PN4j_00009.xml,315,から,13,9,置換(助詞)
PN4j_00009.xml,315,躍起,17,4,語彙選択
PN4j_00009.xml,315,値,0,22,表記
PN4j_00009.xml,315,,21,1,動詞
PN4j_00009.xml,315,,17,5,削除(助詞・動詞以外)
PN4j_00009.xml,315,空,17,6,挿入(助詞・動詞以外)
PN4e_00002.xml,4,,16,11,削除(助詞)
PN4e_00002.xml,4,が,3,25,挿入(助詞)
PN4e_00002.xml,4,で,16,11,置換(助詞)
PN4e_00002.xml,4,導出,4,22,語彙選択
PN4e_00002.xml,4,インフルエンサー,9,12,表記
PN4e_00002.xml,4,ん,23,5,動詞
PN4e_00002.xml,4,,19,8,削除(助詞・動詞以外)
PN4e_00002.xml,4,ー,16,12,挿入(助詞・動詞以外)
